Text ID	English
Text.Inmates.Gym.DTAF.5	Pelo menos o vilão que comanda esse lugar tem excelentes instalações!
Text.Inmates.Gym.DTAF.6	Tenho certeza que podemos resolver isso
Text.Inmates.Gym.DTAF.7	Estou feliz em trabalhar ao lado de um homem como você
Text.Inmates.Gym.DTAF.8	Mim? Claro que adoro um bom treino!
Text.Inmates.Gym.DTAF.9	Um de nós tem cheiro de cueca de lata de lixo.
Text.Inmates.Gym.DTAF.10	Estou me controlando
Text.Inmates.Gym.DTAF.11	*Rugido*
Text.Inmates.Gym.DTAF.12	Não estou nem tenso
Text.Inmates.Gym.DTAF.13	Nem mesmo tentando aqui
Text.Inmates.Gym.DTAF.14	Nada para isso
Text.Inmates.Gym.DTAF.15	Eu tenho esse
Text.Inmates.Gym.DTAF.16	Pegando leve
Text.Inmates.Gym.DTAF.17	Vamos ficar aqui, camaradas!
Text.Inmates.Gym.DTAF.18	Nossa, eu acredito que puxei. Um músculo!
Text.Inmates.Gym.DTAF.19	Sou conhecido por lidar com a pressão
Text.Inmates.Gym.DTAF.20	Eu não devo deixar as coisas ficarem em cima de mim
Text.Inmates.Gym.DTAF.21	Isso é uma tortura!
Text.Inmates.Gym.DTAF.22	Devo permanecer forte!
Text.Inmates.Gym.DTAF.23	Correr na
Text.Inmates.Gym.DTAF.24	Não o limpar depois é simplesmente, covardia!
Text.Inmates.Gym.DTAF.25	O verdadeiro vilão aqui é a escolha da música
Text.Inmates.Gym.DTAF.26	Eu estarei levantando aquele foguete próximo
Text.Inmates.Gym.DTAF.27	Posso estar abalado, mas não serei dissuadido!
Text.Inmates.Gym.DTAF.28	O que?
Text.Inmates.Gym.DTAF.29	Sim?
Text.Inmates.Gym.DTAF.30	Nos encontraremos mais tarde
Text.Inmates.Gym.DTAF.31	agora não
Text.Inmates.Gym.DTAF.32	Eu não posso te ajudar
Text.Inmates.Gym.DTAF.33	Olá
Text.Inmates.Gym.DTAF.34	Suspiro.
Text.Inmates.Gym.DTAF.35	De novo não?
Text.Inmates.Gym.DTAF.36	E agora?!
Text.Inmates.Gym.DTAF.37	Isso é ultrajante!
Text.Inmates.Gym.DTAF.38	Não é da minha conta
Text.Inmates.Gym.DTAF.39	Sorrateiro.
Text.Inmates.Gym.DTAF.40	Eu tenho lugares para estar
Text.Inmates.Gym.DTAF.41	Mova longo o individuo
Text.Inmates.Gym.DTAF.42	Você está me atrasando
	
Text.Inmates.FoodHall.DTAF.1	Oh, eu gosto de uma mordidela rápida
Text.Inmates.FoodHall.DTAF.2	Esta comida não é boa para espiões como nós
Text.Inmates.FoodHall.DTAF.3	Eu gostaria que você não fizesse essas coisas com a sua comida
Text.Inmates.FoodHall.DTAF.4	Eu me pergunto se isso está misturado com veneno mortal?
Text.Inmates.FoodHall.DTAF.5	Tenho certeza que este alimento contém substâncias 'especiais'
Text.Inmates.FoodHall.DTAF.6	*sufocado* *sufocado* Não entre em pânico, amigos, é apenas um osso
Text.Inmates.FoodHall.DTAF.7	Só uma bebida. Um chá seco, quente, não mexido
Text.Inmates.FoodHall.DTAF.8	Ele apenas apareceu para uma *mordida* rápida
Text.Inmates.FoodHall.DTAF.9	Você chama isso de comida?
Text.Inmates.FoodHall.DTAF.10	Tem um fio de cabelo na minha sopa
Text.Inmates.FoodHall.DTAF.11	Garçom!
Text.Inmates.FoodHall.DTAF.12	Um segundo?
Text.Inmates.FoodHall.DTAF.13	Eu me recuso a ingerir isso
Text.Inmates.FoodHall.DTAF.14	Isso é comida?
Text.Inmates.FoodHall.DTAF.15	Vou precisar de uma bala depois disso
Text.Inmates.FoodHall.DTAF.16	Não é ruim mesmo
Text.Inmates.FoodHall.DTAF.17	Um pouco cozido demais
Text.Inmates.FoodHall.DTAF.18	Eu tive melhor
Text.Inmates.FoodHall.DTAF.19	Passe aquele sal
Text.Inmates.FoodHall.DTAF.20	Poderia usar um pouco de tempero
Text.Inmates.FoodHall.DTAF.21	Está faltando alguma coisa
Text.Inmates.FoodHall.DTAF.22	Isso se assemelha a vômito
Text.Inmates.FoodHall.DTAF.23	Quem dirige esta cozinha?
Text.Inmates.FoodHall.DTAF.24	O chef precisa ser demitido
Text.Inmates.FoodHall.DTAF.25	Chama isso de serviço?
Text.Inmates.FoodHall.DTAF.26	Você está pensando em terminar isso?
Text.Inmates.FoodHall.DTAF.27	Você se importa?
Text.Inmates.FoodHall.DTAF.28	Comida de verdade seria bom
Text.Inmates.FoodHall.DTAF.29	Me lembra comida de cachorro
Text.Inmates.FoodHall.DTAF.30	Classificação de cheiros
Text.Inmates.FoodHall.DTAF.31	Honestamente, cheire isso.
Text.Inmates.FoodHall.DTAF.32	Isso não é um fio de cabelo.
Text.Inmates.FoodHall.DTAF.33	Horrível isso é
Text.Inmates.FoodHall.DTAF.34	Contém toda a nutrição que um aspirante a espião requer!
Text.Inmates.FoodHall.DTAF.35	Eu adoraria um serviço secundário de espionagem!
Text.Inmates.FoodHall.DTAF.36	Disfarçado? Mais como subnutrido!
Text.Inmates.FoodHall.DTAF.37	Serei o primeiro a admitir - estou começando a me arrepender de minhas ações
Text.Inmates.FoodHall.DTAF.38	Espero que esta não seja a nossa última refeição juntos, chaps1
Text.Inmates.FoodHall.DTAF.39	Eu *espio* com meu olhinho...
Text.Inmates.FoodHall.DTAF.40	Sim - eu pego meus gadgets em 'Spies'R'Us'!
	
	
Text.NPC.Jobstaff.DTAF.1	Faça um trabalho do qual possa se orgulhar!
Text.NPC.Jobstaff.DTAF.2	Salários competitivos bem aqui!
Text.NPC.Jobstaff.DTAF.3	Sempre espaço para mais trabalhadores
Text.NPC.Jobstaff.DTAF.4	Não seja tímido, dê um passo à frente
Text.NPC.Jobstaff.DTAF.5	Um dia duro de trabalho faz de todos nós homens
Text.NPC.Jobstaff.DTAF.6	Nada melhor do que um dia de trabalho honesto
Text.NPC.Jobstaff.DTAF.7	Nada supera um salário honesto
Text.NPC.Jobstaff.DTAF.8	Você encontrará nossos empregos totalmente envolventes!
Text.NPC.Jobstaff.DTAF.9	Motivação? Não é importante!
Text.NPC.Jobstaff.DTAF.10	Crie uma carreira da qual possa se orgulhar
Text.NPC.Jobstaff.DTAF.11	Cansado de ser um espião? Dê um passo à frente!
Text.NPC.Jobstaff.DTAF.12	Seu trabalho, se você decidir aceitá-lo...
Text.NPC.Jobstaff.DTAF.13	Desmotivado? Inútil? Nós precisamos de VOCÊ!
Text.NPC.Jobstaff.DTAF.14	O emprego limpa a alma
Text.NPC.Jobstaff.DTAF.15	Espionagem provando ser uma rotina diária? Venha conversar conosco!
Text.NPC.Jobstaff.DTAF.16	Cansado de gadgets e negócios arriscados? Venha fazer algo *GRANDE*
Text.NPC.Jobstaff.DTAF.17	Perseguições em alta velocidade? Ação emocionante? Não temos NENHUM disso! Venha ver...
Text.NPC.Jobstaff.DTAF.18	Alguns dizem que esses empregos são impossíveis... Eu digo o contrário. Venha ver!
Text.NPC.Jobstaff.DTAF.19	Venham para mim meus pequenos cucos, deixe-me ajudá-los a trabalhar!
Text.NPC.Jobstaff.DTAF.20	Más intenções? Trabalhe! Venha trabalhar!
	
Text.FingerprintScanner	Scanner de impressão digital
Text.VoiceScanner	Analisador de Voz
Text.KeyCard	Painel de Teclas
	
Text.RocketPlaque	Notícia Importante
Text.UI.RocketPlaqueTitle	INSTRUÇÕES DE LANÇAMENTO
Text.UI.RocketPlaque.Body	NÃO USE IMPRESSÕES DIGITAIS NO SCANNER DE IMPRESSÃO DIGITAL! \n\n\n\n\nNÃO USE GRAVAÇÕES DE VOZ HENCHMAN NO SISTEMA DE RECONHECIMENTO DE VOZ! \n\n\n\n\nNÃO USE CHAVES DE LANÇAMENTO ROUBADAS NO PAINEL!
	
	
Text.Name.Mr	Sr. $NAME$
Text.Presence.EscapedPrison104pri	Essas habilidades magníficas de um super espião! Dia %DAY%
Text.Presence.InGamePrison104pri	Pensando em um super plano! Dia %DAY%
	
Text.Item.ShoeKnife	Faca para sapatos
Text.Item.WireWatch	Relógio de arame de estrangular
Text.Item.LaserWatch	Relógio a laser de Corte
Text.Item.VoiceRecording	Gravador de voz
Text.Item.BombSuprise	Bomba Surpresa 
Text.Item.FlameThrower	Lançador de chamas escondido
Text.Item.TeaTray	Bandeja de Chá Afiada
Text.Item.MetalRimmedHat	Chapéu de aro de metal
Text.Item.StunPen	Caneta de atordoamento
Text.Item.FakeEgg	Ovo Falsificado Decorado
Text.Item.FakeShoe	Sapato falso
Text.Item.CyanidePills	Comprimidos de cianeto
Text.Item.TapePlayer	Toca-fitas
Text.Item.MemoirTape	Fita de memória
Text.Item.DirtyGlass	Copo Sujo
Text.Item.TalcumPowder	Talco
Text.Item.StickyTape	Fita adesiva
Text.Item.FingerprintGlass	Impressão digital fraca
Text.Item.Blutack	Massa Azul 
Text.Item.FingerprintMould	Impressão digital falsa
Text.Item.Keycard	Cartão de acesso
Text.Item.PorkpieHat	Chapéu de torta de porco
Text.Item.HairSpray	Spray de cabelo
	
	
	
	
Text.NPC.Warden.DTAF1	Seus podres são mais inúteis do que eu jamais imaginei que você seria!
Text.NPC.Warden.DTAF2	Minha mãe costumava dizer que o cérebro criminoso de sucesso é sempre o mais superior!
Text.NPC.Warden.DTAF3	Vá em frente, verme... Este gênio do mal tem trabalho a fazer!
Text.NPC.Warden.DTAF4	Nossas regras são muito simples. Se você falhar... Bem, você começa a foto
Text.NPC.Warden.DTAF5	Cativos, espero que *TODOS* morram aqui!
Text.NPC.Warden.DTAF6	Estou ansioso para exterminá-lo pessoalmente.
Text.NPC.Warden.DTAF7	Bom dia meus bichinhos, com certeza vai ser um lindo dia!
Text.NPC.Warden.DTAF8	A nossa profissão é a mais solitária, detentos!
Text.NPC.Warden.DTAF9	Olhem em volta, cativos. Veja os instrumentos do Armagedom!
Text.NPC.Warden.DTAF10	Cativos, vocês insistem em desafiar meus esforços para proporcionar uma morte divertida para todos vocês!
Text.NPC.Warden.DTAF11	Se você está tentando ser insinuante, camaradas. Não se preocupe!
Text.NPC.Warden.DTAF12	A distância entre a loucura e um gênio como eu é medida pelo sucesso!
Text.NPC.Warden.DTAF13	Devo a vocês uma morte desagradável, seus espiões irritantes!
	
	
	
Text.Visitor.Greet.DTAF.1	Oi, linda...
Text.Visitor.Greet.DTAF.2	Olá, camponês...
Text.Visitor.Greet.DTAF.3	Olá docinho...
Text.Visitor.Greet.DTAF.4	Ooh belo terno, idiota!
Text.Visitor.Greet.DTAF.5	Eu nem sei por que vim aqui... Ola de qualquer maneira
Text.Visitor.Greet.DTAF.6	Ahaaa, Sr... Qual é o seu nome mesmo?
Text.Visitor.Greet.DTAF.7	Estava te esperando! Ou você estava me esperando, tanto faz!
	
	
	
	
Text.Visitor.Banter.DTAF.1	Eu não te reconheci com suas roupas...
Text.Visitor.Banter.DTAF.2	A coisa é... Na realidade... Eu esqueci o que ia dizer?
Text.Visitor.Banter.DTAF.3	Este lugar parece um pouco pesado para o meu gosto...
Text.Visitor.Banter.DTAF.4	As pessoas estão me culpando por você estar aqui... Mas não sei...
Text.Visitor.Banter.DTAF.5	Aposto que você está sozinho, não é? *Real* solitário...
Text.Visitor.Banter.DTAF.6	Não se preocupe. Eu também não deveria estar aqui...
Text.Visitor.Banter.DTAF.7	Espião que é capturado, espião que se sente solitário... Há muitos espiões aqui. Não sei...
Text.Visitor.Banter.DTAF.8	Aposto que você está ansioso para a hora do 'banho', não é?
Text.Visitor.Banter.DTAF.9	A única coisa secreta sobre você agora é o que você faz à noite.
Text.Visitor.Banter.DTAF.10	Você tem permissão para dormir com a luz acesa?
Text.Visitor.Banter.DTAF.11	Honestamente, se eu pudesse trocar de lugar com você, definitivamente não trocaria.
Text.Visitor.Banter.DTAF.12	Você não tem nenhum dispositivo mágico que possa usar para sair?
Text.Visitor.Banter.DTAF.13	Pior. Agente. Sempre.
Text.Visitor.Banter.DTAF.14	Esse smoking precisa de uma lavagem. Você cheira absolutamente horrível.
Text.Visitor.Banter.DTAF.15	Você comprou esse terno em uma loja de terceiros?
Text.Visitor.Banter.DTAF.16	Você percebeu que estou perdendo uma convenção de gadgets para estar aqui?
Text.Visitor.Banter.DTAF.17	Nós vamos? Vamos...Diga algo!
Text.Visitor.Banter.DTAF.18	Haha, você parece um pinguim nesse terno, sabe?
Text.Visitor.Banter.DTAF.19	Eu ouvi um boato *terrível* sobre onde você foi pego...
Text.Visitor.Banter.DTAF.20	Na verdade, acho que ninguém percebeu que você está faltando...
Text.Visitor.Banter.DTAF.21	Você está sendo culpado por todo tipo de coisa do lado de fora...
Text.Visitor.Banter.DTAF.22	O número de gênios do mal está aumentando. Agente local culpado... Mas eu não sei ..
Text.Visitor.Banter.DTAF.23	Você sempre disse que seu lugar favorito era lá dentro...
Text.Visitor.Banter.DTAF.24	Você sabe o quanto foi doloroso chegar aqui, certo?
Text.Visitor.Banter.DTAF.25	Bases subterrâneas escondidas me levam a uma erupção. Cansado disso.
Text.Visitor.Banter.DTAF.26	Por mais mal que seja o seu captor, ele certamente tem excelentes instalações.
Text.Visitor.Banter.DTAF.27	Não ria, mas estou de olho em um daqueles capangas espalhafatosos lá fora...
	
	
Text.Visitor.Leave.DTAF.1	Espero que você não acabe apodrecendo aqui... Tchau
Text.Visitor.Leave.DTAF.2	Tenho que ir. Preciso devolver algumas fitas de vídeo.
Text.Visitor.Leave.DTAF.3	Não se esqueça de lavar o terno. Estou fora daqui. Tchau
Text.Visitor.Leave.DTAF.4	Adeus senhor... Qual é o seu nome mesmo?
	
Text.Name.Chedds.Bond.1	John Connelly
Text.Name.Chedds.Bond.2	Jorge Lazyboy
Text.Name.Chedds.Bond.3	Podger Mourn
Text.Name.Chedds.Bond.4	Anthony Walton
Text.Name.Chedds.Bond.5	Piers Bronson
Text.Name.Chedds.Bond.6	Samuel Dave
Text.Name.Chedds.Bond.7	Matthew Craine
Text.Name.Chedds.Bond.8	Justin Prowler
Text.Name.Chedds.Bond.9	Tris Sainsbur
Text.Name.Chedds.Bond.10	Mickey Flan
	
Text.WarningPlaque	AVISO!
	
Text.UI.WarningPlaqueTitle	PARE!
Text.UI.WarningPlaque.Body	Esta é uma área restrita. \n\nSe você precisa pensar se isso se aplica a você, então você provavelmente não deveria estar aqui!
	
DTAF.HUD.PanelCrafting	AVISO!
DTAF.Progress.FingerprintClue	Apenas a impressão digital do vilão responsável por esta operação irá ativar isso!
DTAF.Progress.VoiceClue	Apenas os tons suaves e aveludados de um fiel escudeiro permitirão isso!
DTAF.Progress.KeycardClue	Venha agora. Certamente você será capaz de encontrar o Cartão de acesso certo para autorizar esta máquina?
	
Names.Henchman	Baster, Ender, Keeper, Topay, Allcars, Tize, Wrights, Dubree, Gerours, Turner, Ismoore, Tyme, Reed, Ascious, Phulle, Fley, Knott, Sladder, Tality, Downe, Count
	
Text.DLC.DTAF.NameAF	As fitas adesivas são eternas
	
Text.Chat.Reindeer.1	RAWWWWK!
Text.Chat.Reindeer.2	HRRRRRRP!
Text.Chat.Reindeer.3	GAAAAH!
Text.Chat.Reindeer.4	SPRKKKKK!
Text.Chat.Reindeer.5	QWAAAARP!
Text.Chat.Reindeer.6	ACK-ACK-ACK!
Text.Chat.Reindeer.7	BRAAAG!
Text.Chat.Reindeer.8	ARFF!
Text.Chat.Reindeer.9	*CHOMP*
Text.Chat.Reindeer.10	*CRUNCH*
Text.Chat.Reindeer.11	EEEEEEEEEH!
Text.Chat.Reindeer.12	*GNAW*
Text.Chat.Reindeer.13	*GROWL*
Text.Chat.Reindeer.14	*SNARL*
Text.Chat.Reindeer.15	*MUNCH*
Text.Chat.Reindeer.16	*OM NOM NOM*
Text.Chat.Reindeer.17	*SLURP*
Text.Chat.Reindeer.18	CHRRRRRRDS
Text.Chat.Reindeer.19	MRRRRRTT
Text.Chat.Reindeer.20	BRRRRRCE
	
Text.DLC.Santa.Name	Loja do Papai Noel
Text.DLC.Santa.Info	Depois de sofrer o regime cruel do Papai Noel nos últimos 20 anos, é hora de você voltar para casa para curtir o Natal com sua família *real*... Doente e cansado de más condições de trabalho e salário zero, você decide acertar o Papai Noel onde dói mais e escapar de sua vil fábrica de escravos!
Text.Tutorial.Welcome.Santa	Estou farto disso. \n\nAbsolutamente *farto* disso. \n\nNÃO pague! \n\nNÃO feriados! \n\nJá tive o SUFICIENTE! \n\nVendo como se ele não nos deixasse comemore o Natal, vou irritar o Papai Noel decorando o quarto dele e depois sair correndo daqui... \n\nEntão... Eu estou indo para casa!
Text.Help.Gym.Santa	Use o banco de pesos e a esteira para aumentar suas estatísticas de FORÇA e VELOCIDADE - pegue o equipamento desejado e usando pressões rápidas, alterne entre (LT) e (RT) para se fortalecer!
	
Text.Inmates.Banter.santa.1	Ho, Ho, oh
Text.Inmates.Banter.santa.2	Feliz Natal, de novo...
Text.Inmates.Banter.santa.3	Se eu ouvir Jingle Bells mais uma vez...
Text.Inmates.Banter.santa.4	Verde é minha cor favorita
Text.Inmates.Banter.santa.5	Farto de neve
Text.Inmates.Banter.santa.6	Eu simplesmente não consigo parar de fazer brinquedos!
Text.Inmates.Banter.santa.7	Precisamos de mais escadas
Text.Inmates.Banter.santa.8	Chance de neve!
Text.Inmates.Banter.santa.9	Eu me pergunto do mundo exterior
Text.Inmates.Banter.santa.10	São as pequenas coisas, sabe?
Text.Inmates.Banter.santa.11	Eu sou provavelmente o melhor Embrulho aqui!
Text.Inmates.Banter.santa.12	Jingle Bells, Jingle Bells, Jingle...
Text.Inmates.Banter.santa.13	ninguém pode ser confiável
Text.Inmates.Banter.santa.14	Eu acho que estou sendo observado
Text.Inmates.Banter.santa.15	Sou eu ou está quente aqui?
Text.Inmates.Banter.santa.16	Algo grande vai acontecer
Text.Inmates.Banter.santa.17	Eu sinto uma mudança no vento
Text.Inmates.Banter.santa.18	Algo grande está acontecendo
Text.Inmates.Banter.santa.19	Eu costumava ser açougueiro sabe
Text.Inmates.Banter.santa.20	Eu costumava ser barbeiro sabe
Text.Inmates.Banter.santa.21	Eu costumava ser taxista sabe
Text.Inmates.Banter.santa.22	Eu costumava ser um CEO, você sabe
Text.Inmates.Banter.santa.23	Eu costumava ser um construtor sabe
Text.Inmates.Banter.santa.24	Eu costumava ser dono da minha própria empresa, você sabe
Text.Inmates.Banter.santa.25	Eu costumava ter meu próprio negócio, você sabe
Text.Inmates.Banter.santa.26	Eu costumava ser um desenvolvedor de jogos, você sabe
Text.Inmates.Banter.santa.27	Eu costumava ser um sem-teto sabe
Text.Inmates.Banter.santa.28	Eu costumava ser um vigarista sabe
Text.Inmates.Banter.santa.29	Bocejo
Text.Inmates.Banter.santa.30	Sonolento.
Text.Inmates.Banter.santa.31	Minha bunda fica grande com isso?
Text.Inmates.Banter.santa.32	Você cheira bem
Text.Inmates.Banter.santa.33	Ele está testando minha paciência
Text.Inmates.Banter.santa.34	Pise levemente
Text.Inmates.Banter.santa.35	Você pode ouvir isso?
Text.Inmates.Banter.santa.36	Você deve estar brincando comigo.
Text.Inmates.Banter.santa.37	O cara tem más intenções.
Text.Inmates.Banter.santa.38	Cara tem más intenções, parte dois!
Text.Inmates.Banter.santa.39	Não tenho nada a declarar a não ser minha inocência
Text.Inmates.Banter.santa.40	Se houvesse um plano de fuga, espero ser convidado
Text.Inmates.Banter.santa.41	Já pensou em escapar?
Text.Inmates.Banter.santa.42	Isso é o que me fez pensar
Text.Inmates.Banter.santa.43	Eu duvido muito disso
Text.Inmates.Banter.santa.44	Eu sempre disse isso
Text.Inmates.Banter.santa.45	Eu tendo a concordar
Text.Inmates.Banter.santa.46	Como eu estava dizendo.
Text.Inmates.Banter.santa.47	Eu estou divagando?
Text.Inmates.Banter.santa.48	Eu gaguejei?
Text.Inmates.Banter.santa.49	Estou te entediando?
Text.Inmates.Banter.santa.50	Sim
Text.Inmates.Banter.santa.51	Você precisava de algo?
Text.Inmates.Banter.santa.52	O que diabos você quer?
Text.Inmates.Banter.santa.53	Não poderia estar menos interessado
Text.Inmates.Banter.santa.54	Nunca fui tão insultado!
	
	
	
	
Text.Inmates.Showers.santa.1	Como conseguimos água quente?
Text.Inmates.Showers.santa.2	Enxugue a felicidade...
Text.Inmates.Showers.santa.3	Espero que eles não diminuam mais
Text.Inmates.Showers.santa.4	Acabei de tomar um banho de chuveiro!
Text.Inmates.Showers.santa.5	Nada pode atrapalhar meu humor
Text.Inmates.Showers.santa.6	Tantos sinos de natal
Text.Inmates.Showers.santa.7	Você sempre toma banho com pistola d'água?
Text.Inmates.Showers.santa.8	Não use muito!
Text.Inmates.Showers.santa.9	Meu tamanho não deveria importar
Text.Inmates.Showers.santa.10	Melhor do que um banho frio
Text.Inmates.Showers.santa.11	Onde está aquele calor de Natal?
Text.Inmates.Showers.santa.12	Este é o melhor presente que eu poderia receber
Text.Inmates.Showers.santa.13	Esta é a estação para ser espumante
Text.Inmates.Showers.santa.14	Eu preciso *finalizar*
Text.Inmates.Showers.santa.15	Nós poderíamos ser amigos
Text.Inmates.Showers.santa.16	Você está invadindo meu espaço pessoal
Text.Inmates.Showers.santa.17	Qualquer condicionador?
Text.Inmates.Showers.santa.18	Fiz muitos amigos aqui
Text.Inmates.Showers.santa.19	Bem, isso é romântico
Text.Inmates.Showers.santa.20	Oh, fica quieto
Text.Inmates.Showers.santa.21	Algo errado?
Text.Inmates.Showers.santa.22	Não vou dormir esta noite agora
Text.Inmates.Showers.santa.23	Que dia!
Text.Inmates.Showers.santa.24	Oh, eu não acredito nisso!
Text.Inmates.Showers.santa.25	Eu poderia dirigir nesta estrada para sempre.
Text.Inmates.Showers.santa.26	Ficaria feliz com apenas um minuto em seus braços!
Text.Inmates.Showers.santa.27	Você sabe que quando você olha para mim é uma salvação?
Text.Inmates.Showers.santa.28	Você se preocupa tanto em não ter tempo suficiente juntos?
Text.Inmates.Showers.santa.29	Essa água... É quase *muito* aguado... Muito óbvio!
Text.Inmates.Showers.santa.30	vamos fazer isso
	
	
	
Text.Inmates.Gym.santa.1	Facilita o levantamento de brinquedos!
Text.Inmates.Gym.santa.2	Vocês devem ser crackers!
Text.Inmates.Gym.santa.3	Eu levantei presentes mais pesados...
Text.Inmates.Gym.santa.4	Meu chapéu pode cair
Text.Inmates.Gym.santa.5	Vamos encerrar isso
Text.Inmates.Gym.santa.6	Este ganso está engordando!
Text.Inmates.Gym.santa.7	Estou me controlando
Text.Inmates.Gym.santa.8	*Rugido*
Text.Inmates.Gym.santa.9	Não estou nem tensa
Text.Inmates.Gym.santa.10	Nem mesmo tentando aqui
Text.Inmates.Gym.santa.11	Nada para isso
Text.Inmates.Gym.santa.12	Eu tenho esse
Text.Inmates.Gym.santa.13	Pegando leve
Text.Inmates.Gym.santa.14	Vamos ficar aqui, camaradas!
Text.Inmates.Gym.santa.15	Nossa, eu acredito que puxei. Um músculo!
Text.Inmates.Gym.santa.16	Sou conhecido por lidar com a pressão
Text.Inmates.Gym.santa.17	Eu não devo deixar as coisas ficarem em cima de mim
Text.Inmates.Gym.santa.18	Isso é uma tortura!
Text.Inmates.Gym.santa.19	Devo permanecer forte!
Text.Inmates.Gym.santa.20	Correr na!
Text.Inmates.Gym.santa.21	Não o limpar depois é simplesmente, covarde!
Text.Inmates.Gym.santa.22	Trabalhando os abdominais
Text.Inmates.Gym.santa.23	Vamos suar
Text.Inmates.Gym.santa.24	O que você faz no banco?
Text.Inmates.Gym.santa.25	O que?
Text.Inmates.Gym.santa.26	Sim?
Text.Inmates.Gym.santa.27	Nos encontraremos mais tarde
Text.Inmates.Gym.santa.28	Agora não
Text.Inmates.Gym.santa.29	Eu não posso te ajudar
Text.Inmates.Gym.santa.30	Olá
Text.Inmates.Gym.santa.31	Suspiro
Text.Inmates.Gym.santa.32	De novo não?
Text.Inmates.Gym.santa.33	E agora?!
Text.Inmates.Gym.santa.34	Isso é ultrajante!
Text.Inmates.Gym.santa.35	Não é da minha conta
Text.Inmates.Gym.santa.36	Sorrateiro.
Text.Inmates.Gym.santa.37	Eu tenho lugares para estar
Text.Inmates.Gym.santa.38	Mova longo o individuo
Text.Inmates.Gym.santa.39	Você está me atrasando
	
	
	
	
Text.Inmates.FoodHall.santa.1	NUMCA MAIS tortas de carne moída!
Text.Inmates.FoodHall.santa.2	Você prefere um pedaço de carvão?
Text.Inmates.FoodHall.santa.3	Mingau é o presente que continua a dar
Text.Inmates.FoodHall.santa.4	E, isso é glitter?!
Text.Inmates.FoodHall.santa.5	Posso tomar mais um pouco de leite, por favor?
Text.Inmates.FoodHall.santa.6	Alguma cenoura sobrando?
Text.Inmates.FoodHall.santa.7	Rápido, enfie no seu chapéu!
Text.Inmates.FoodHall.santa.8	Posso dar um impulso na cadeira, por favor?
Text.Inmates.FoodHall.santa.9	Você chama isso de comida?
Text.Inmates.FoodHall.santa.10	Tem um fio de cabelo na minha sopa
Text.Inmates.FoodHall.santa.11	Garçom!
Text.Inmates.FoodHall.santa.12	Um segundo?
Text.Inmates.FoodHall.santa.13	Eu me recuso a ingerir isso
Text.Inmates.FoodHall.santa.14	Isso é comida?
Text.Inmates.FoodHall.santa.15	Vou precisar de uma bala depois disso
Text.Inmates.FoodHall.santa.16	Não é ruim mesmo
Text.Inmates.FoodHall.santa.17	Um pouco cozido demais
Text.Inmates.FoodHall.santa.18	Eu tive melhor
Text.Inmates.FoodHall.santa.19	Passe aquele sal
Text.Inmates.FoodHall.santa.20	Poderia usar um pouco de tempero
Text.Inmates.FoodHall.santa.21	Está faltando alguma coisa
Text.Inmates.FoodHall.santa.22	Isso se assemelha a vômito
Text.Inmates.FoodHall.santa.23	Quem dirige esta cozinha?
Text.Inmates.FoodHall.santa.24	O chef precisa ser demitido
Text.Inmates.FoodHall.santa.25	Chama isso de serviço?
Text.Inmates.FoodHall.santa.26	Você está pensando em terminar isso?
Text.Inmates.FoodHall.santa.27	Você se importa?
Text.Inmates.FoodHall.santa.28	Comida de verdade seria bom
Text.Inmates.FoodHall.santa.29	Me lembra comida de cachorro
Text.Inmates.FoodHall.santa.30	Classificação de cheiros
Text.Inmates.FoodHall.santa.31	Honestamente, cheire isso.
Text.Inmates.FoodHall.santa.32	Isso não é um fio de cabelo.
Text.Inmates.FoodHall.santa.33	Isso é horrível
Text.Inmates.FoodHall.santa.34	Devíamos fazer cones de neve
Text.Inmates.FoodHall.santa.35	Espero que seja melhor do que nossos brinquedos
Text.Inmates.FoodHall.santa.36	Urgh! Este leite acabou!
Text.Inmates.FoodHall.santa.37	Por que o Papai Noel consegue todas as coisas boas?!
Text.Inmates.FoodHall.santa.38	Desce pela chaminé
Text.Inmates.FoodHall.santa.39	Você ganha mais um biscoito
Text.Inmates.FoodHall.santa.40	Isso não vai me ajudar a crescer
	
	
Text.NPC.Jobstaff.santa.1	Faça um trabalho do qual possa se orgulhar!
Text.NPC.Jobstaff.santa.2	Salários competitivos bem aqui!
Text.NPC.Jobstaff.santa.3	Sempre a espaço para mais trabalhadores
Text.NPC.Jobstaff.santa.4	Não seja tímido, dê um passo à frente
Text.NPC.Jobstaff.santa.5	Um dia duro de trabalho faz de todos nós homens
Text.NPC.Jobstaff.santa.6	Nada melhor do que um dia de trabalho honesto
Text.NPC.Jobstaff.santa.7	Nada supera um salário honesto
Text.NPC.Jobstaff.santa.8	Você encontrará nossos empregos totalmente envolventes!
Text.NPC.Jobstaff.santa.9	Motivação? Não é importante!
Text.NPC.Jobstaff.santa.10	Crie uma carreira da qual possa se orgulhar
Text.NPC.Jobstaff.santa.11	A fabricação de brinquedos é para você!
Text.NPC.Jobstaff.santa.12	Você ama carpintaria?
Text.NPC.Jobstaff.santa.13	Desmotivado? Inútil? Nós precisamos de você!
Text.NPC.Jobstaff.santa.14	O emprego limpa a alma
Text.NPC.Jobstaff.santa.15	Precisamos de mais alguns designs de brinquedos
Text.NPC.Jobstaff.santa.16	Venha trabalhar, não há mais nada a fazer!
